ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,signal,confidence,reasoning,regime,hold_bars,exit_reason
NVDA,2022-02-17,2022-02-18,25.642814160346983,24.655665267944336,296.08324363041976,-307.1707829475581,-0.04041720828257343,BUY,76,,VOLATILE,1,STOP_LOSS
NVDA,2022-03-17,2022-03-21,24.132060839653015,26.493746469497683,214.6044759884741,495.96378219325106,0.09567152539539396,BUY,52,,VOLATILE,2,TAKE_PROFIT
NVDA,2022-03-22,2022-03-30,26.740362782478332,28.289848854064942,284.4666539603041,425.1228579713643,0.05583181160246936,BUY,76,,VOLATILE,6,TAKE_PROFIT
NVDA,2022-03-31,2022-04-04,27.7958905878067,26.714636640548708,274.8254661037185,-312.13700108475496,-0.04082005723318812,BUY,76,,VOLATILE,2,STOP_LOSS
NVDA,2022-10-24,2022-10-25,12.514254374027251,12.687653244018556,832.7275221949287,123.40768927389945,0.011830422255685346,BUY,52,,BEAR,1,STOP_LOSS
NVDA,2022-11-16,2022-11-18,16.17008165645599,15.958016603469849,421.89586542807433,-103.0240808765684,-0.015086454553964837,BUY,68,,VOLATILE,2,STOP_LOSS
NVDA,2022-11-21,2022-11-25,15.154573812961578,16.309841793060304,502.6117905941893,564.8369218258113,0.07408198326559848,BUY,76,,VOLATILE,3,TAKE_PROFIT
NVDA,2022-11-28,2022-12-14,16.034012068748474,17.97800601196289,477.7189993570793,912.4346540649804,0.11900164744177803,BUY,76,,VOLATILE,12,TAKE_PROFIT
NVDA,2023-01-24,2023-01-27,18.836413164138794,19.452268893241882,410.3237644960744,236.9894849926768,0.030631630977770656,BUY,76,,VOLATILE,3,TAKE_PROFIT
NVDA,2023-01-30,2023-01-31,19.959975763320923,19.1604150762558,520.9083420239851,-436.87596977822795,-0.04197616493150662,BUY,68,,SIDEWAYS,1,STOP_LOSS
NVDA,2023-02-01,2023-02-03,19.70084548473358,20.9895,783.0985495971066,977.2789313051944,0.06328243390850667,BUY,76,,BULL,2,TAKE_PROFIT
NVDA,2023-02-06,2023-02-15,20.816402755737304,22.537725286483766,748.2609607078919,1255.5582490449615,0.08052746337892776,BUY,76,,BULL,7,TAKE_PROFIT
NVDA,2023-02-16,2023-02-21,22.1440659198761,20.9895,356.00408211379187,-426.3859060889563,-0.05403266893904982,BUY,76,,VOLATILE,2,STOP_LOSS
NVDA,2023-02-22,2023-02-24,20.717354232788086,23.213387881278994,598.3545677098369,1467.2269745251488,0.11824160679971385,BUY,60,,BULL,2,TAKE_PROFIT
NVDA,2023-02-27,2023-03-02,23.681835076332092,22.4767568693161,300.83205446866356,-376.41213685842376,-0.052782514873551345,BUY,68,,VOLATILE,3,STOP_LOSS
NVDA,2023-03-03,2023-03-14,23.33165969467163,23.484252289772034,304.25116505409534,32.18267907358859,0.004529082520777056,BUY,68,,VOLATILE,7,STOP_LOSS
NVDA,2023-03-15,2023-03-20,23.77288017940521,25.602192271232607,298.6962802614961,531.660566787572,0.07479778836628664,BUY,68,,VOLATILE,3,TAKE_PROFIT
