ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,signal,confidence,reasoning,regime,hold_bars,exit_reason
AAPL,2022-03-21,2022-03-30,163.59174950408934,178.46072805023195,31.75468940550294,461.29802532472604,0.08871115871629345,BUY,52,,VOLATILE,7,TAKE_PROFIT
AAPL,2022-03-31,2022-04-12,177.92891633605956,167.93599427032473,42.86785630897578,-443.201634510905,-0.058048229205846,BUY,76,,VOLATILE,8,STOP_LOSS
AAPL,2022-05-31,2022-06-06,149.14454232788086,146.95648377990724,34.836978852587755,-86.54061454872681,-0.016639414741234447,BUY,52,,VOLATILE,4,STOP_LOSS
AAPL,2022-08-08,2022-08-29,166.4531801147461,161.06941889953615,45.581652586858745,-260.32975464491847,-0.03427737596875619,BUY,76,,VOLATILE,15,SIGNAL
AAPL,2022-10-24,2022-11-04,147.26359744262695,142.0189513397217,35.1595785857015,-194.57059931667482,-0.03754084748330273,BUY,52,,VOLATILE,9,STOP_LOSS
AAPL,2023-02-22,2023-03-02,148.9444301147461,144.3078148803711,40.03262615497587,-197.3555417951975,-0.03306563752024255,BUY,60,,VOLATILE,6,SIGNAL
AAPL,2023-03-22,2023-03-23,159.37965305328368,158.75058683013916,70.94088508867085,-67.19495544005986,-0.005937082900404893,BUY,76,,SIDEWAYS,1,TAKE_PROFIT
AAPL,2023-03-24,2023-03-27,158.93943061065673,159.86003244018556,71.08922585771379,42.78166435226012,0.0037825803389556273,BUY,76,,SIDEWAYS,1,TAKE_PROFIT
AAPL,2023-03-28,2023-03-30,158.04898622131347,161.44923377990725,71.5205683258708,220.33694356568958,0.019472897235898796,BUY,76,,SIDEWAYS,2,TAKE_PROFIT
AAPL,2023-03-31,2023-04-03,162.52122244262694,164.1878692703247,69.70687560588341,93.40287308192273,0.0082364574713959,BUY,76,,SIDEWAYS,1,TAKE_PROFIT
AAPL,2023-04-04,2023-04-11,166.6833061065674,162.26883110046387,81.15872970020494,-384.9705213765574,-0.028429292444115985,BUY,68,,BULL,4,STOP_LOSS
AAPL,2023-04-12,2023-04-13,161.30061122131346,161.5491898803711,83.54278137316102,-6.20481778211979,-0.00045999171693858953,BUY,68,,BULL,1,SIGNAL
AAPL,2023-04-14,2023-04-26,164.67229133605957,162.97846755981448,81.82711600772278,-165.4114312936381,-0.01226347835252778,BUY,68,,BULL,8,SIGNAL
AAPL,2023-04-28,2023-05-26,168.57425049591063,173.23334732055665,79.79976280876207,344.51865627782354,0.02558502403475683,BUY,68,,BULL,20,MAX_HOLD
AAPL,2023-05-30,2023-06-28,177.0484867172241,187.83602767944336,76.24461064342734,794.6713827344392,0.05881012821221701,BUY,68,,BULL,20,MAX_HOLD
AAPL,2023-06-29,2023-07-28,189.1745418319702,194.57266316986085,71.92807311017569,360.67426923220046,0.026480121054397173,BUY,68,,BULL,20,MAX_HOLD
AAPL,2023-07-31,2023-08-04,196.15802755737303,185.4272442703247,69.61715074035122,-773.6114370456107,-0.056593489595206534,BUY,68,,BULL,4,SIGNAL
AAPL,2023-09-01,2023-09-08,189.58475049591064,178.2608311004639,39.94275738432047,-467.0013318725287,-0.06160877845712023,BUY,76,,VOLATILE,4,STOP_LOSS
AAPL,2023-11-20,2023-11-21,189.98494438934324,191.31429866027833,53.24398823398454,50.47823074990265,0.004985173551565952,BUY,68,,SIDEWAYS,1,TAKE_PROFIT
AAPL,2023-11-22,2023-12-21,191.58575049591064,196.00195610046387,52.82595262645596,212.81557822756076,0.0210067465572712,BUY,68,,SIDEWAYS,20,MAX_HOLD
AAPL,2023-12-22,2023-12-26,195.27758267211914,193.5131956100464,61.10388000923308,-131.56752039558705,-0.011015226551391036,BUY,60,,BULL,1,SIGNAL
AAPL,2024-05-15,2024-06-05,188.0039586639404,195.30229389953615,40.14320921014942,277.59145516011176,0.03674455001513278,BUY,76,,VOLATILE,14,TAKE_PROFIT
AAPL,2024-06-06,2024-06-07,195.78784744262694,194.55266889953614,51.87893415007474,-84.33019624401095,-0.008294157096468895,BUY,68,,SIDEWAYS,1,TAKE_PROFIT
AAPL,2024-06-10,2024-06-13,196.9984438934326,214.6326354904175,51.51650722388926,887.246163318865,0.08733751811636621,BUY,68,,SIDEWAYS,3,TAKE_PROFIT
AAPL,2024-06-14,2024-06-24,213.95693110656737,207.61614122009277,31.90386777043978,-215.74553365331485,-0.03157461324814466,BUY,68,,VOLATILE,5,STOP_LOSS
AAPL,2024-06-25,2024-07-08,209.2545688934326,226.9764513397217,36.38027371409375,628.8567302063293,0.08252332617792066,BUY,76,,VOLATILE,8,TAKE_PROFIT
AAPL,2024-07-09,2024-07-25,228.04395767211912,218.82052767944336,30.05612254070588,-290.65155583630076,-0.042363033613340345,BUY,68,,VOLATILE,12,STOP_LOSS
AAPL,2024-08-01,2024-08-02,224.4821801147461,219.04041889953615,53.72656965255095,-316.1961107699499,-0.026190962716101225,BUY,60,,BULL,1,SIGNAL
AAPL,2024-12-10,2024-12-17,247.01344438934325,249.95496183013918,55.16212072092679,134.84650895353116,0.009886534450325488,BUY,68,,BULL,5,TAKE_PROFIT
AAPL,2024-12-18,2024-12-30,252.28608366394042,252.07389694976808,54.081882144894244,-38.752193898732,-0.002837377526045565,BUY,68,,BULL,8,MAX_HOLD
SUMMARY,,,0.0,0.0,30.0,385.8827307605534,0.43333333333333335,ALL,30,avg_pnl_per_trade=12.86; sharpe=-3.2118; profit_factor=1.0936; avg_hold_bars=7.13,ALL,7.133333333333334,SUMMARY
