ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,signal,confidence,reasoning,regime,hold_bars,exit_reason,direction
NVDA,2022-03-21,2022-03-30,26.52025346946716,28.289848854064942,286.2871428113896,490.9209789973165,0.06459486565754162,BUY,76,,VOLATILE,7,TAKE_PROFIT,LONG
NVDA,2022-04-20,2022-04-26,22.505741698265076,19.727859412193297,271.2083135541493,739.4891686244764,0.12127464185090418,SELL,76,,VOLATILE,4,TAKE_PROFIT,SHORT
NVDA,2022-09-12,2022-09-30,14.36181593465805,12.093043393135071,428.12554517292705,951.3853557533303,0.15488539788997724,SELL,76,,VOLATILE,14,TAKE_PROFIT,SHORT
NVDA,2022-10-10,2022-10-14,12.030981202602387,12.063028660297393,461.5697128380169,-28.13445567454528,-0.005071479531583223,SELL,68,,VOLATILE,4,TAKE_PROFIT,SHORT
NVDA,2022-10-21,2022-10-24,12.09195057296753,12.514254374027251,810.2046437383739,-363.0682576503932,-0.037096394508562815,SELL,60,,BEAR,1,SIGNAL,SHORT
NVDA,2022-11-16,2022-11-18,16.17008165645599,15.958016603469849,427.6320683574511,-104.42482234607996,-0.015086454553964854,BUY,68,,VOLATILE,2,STOP_LOSS,LONG
NVDA,2022-11-21,2022-11-25,15.154573812961578,16.309841793060304,509.445427663897,572.5165875231987,0.07408198326559853,BUY,76,,VOLATILE,3,TAKE_PROFIT,LONG
NVDA,2022-11-28,2022-12-14,16.034012068748474,17.97800601196289,484.2141877390527,924.8403464748899,0.11900164744177828,BUY,76,,VOLATILE,12,TAKE_PROFIT,LONG
NVDA,2023-01-24,2023-01-27,18.836413164138794,19.452268893241882,415.90263021334596,240.21165399086567,0.030631630977770625,BUY,76,,VOLATILE,3,TAKE_PROFIT,LONG
NVDA,2023-01-30,2023-01-31,19.959975763320923,19.1604150762558,527.9907436361058,-442.8158459964343,-0.041976164931506514,BUY,68,,SIDEWAYS,1,STOP_LOSS,LONG
NVDA,2023-02-01,2023-02-03,19.70084548473358,20.9895,793.7457556076038,990.566262914579,0.06328243390850669,BUY,76,,BULL,2,TAKE_PROFIT,LONG
NVDA,2023-02-06,2023-02-15,20.816402755737304,22.537725286483766,758.4345060456637,1272.6291366652222,0.08052746337892779,BUY,76,,BULL,7,TAKE_PROFIT,LONG
NVDA,2023-02-16,2023-02-21,22.1440659198761,20.9895,360.8444036860814,-432.1831567471745,-0.05403266893904981,BUY,76,,VOLATILE,2,STOP_LOSS,LONG
NVDA,2023-02-22,2023-02-24,20.717354232788086,23.213387881278994,606.489947800895,1487.1757636909133,0.1182416067997139,BUY,60,,BULL,2,TAKE_PROFIT,LONG
NVDA,2023-02-27,2023-03-02,23.681835076332092,22.4767568693161,304.92224319412725,-381.52993150642124,-0.052782514873551255,BUY,68,,VOLATILE,3,STOP_LOSS,LONG
NVDA,2023-03-03,2023-03-14,23.33165969467163,23.484252289772034,308.38784087214077,32.62024292074784,0.004529082520777113,BUY,68,,VOLATILE,7,STOP_LOSS,LONG
NVDA,2023-03-15,2023-03-20,23.77288017940521,25.602192271232607,302.7574304604712,538.8891583679779,0.07479778836628675,BUY,68,,VOLATILE,3,TAKE_PROFIT,LONG
NVDA,2023-03-21,2023-04-19,26.19309030532837,27.34731956100464,308.67245988438987,339.75233360346374,0.041980126962327155,BUY,76,,VOLATILE,20,MAX_HOLD,LONG
NVDA,2023-04-20,2023-04-24,27.684835026741027,26.99949398803711,524.2656526052782,-387.96988235150275,-0.026703647716266873,BUY,68,,BULL,2,STOP_LOSS,LONG
NVDA,2023-04-25,2023-04-26,27.091538114547728,26.988499808311463,471.0011029342923,-74.00291339015712,-0.005793742020578073,BUY,60,,BULL,1,STOP_LOSS,LONG
NVDA,2023-05-03,2023-05-26,27.853920152664184,37.87105438995361,579.8685496770463,5770.509256431718,0.3569144932010934,BUY,76,,BULL,17,TAKE_PROFIT,LONG
NVDA,2023-05-30,2023-06-01,40.61529872131347,38.469753913879394,187.55799293806177,-417.2471115846729,-0.05471848103016436,BUY,68,,VOLATILE,2,STOP_LOSS,LONG
NVDA,2023-06-02,2023-06-06,40.11704862213134,38.810586830139165,189.18090219213994,-262.08922177139266,-0.034499183503217914,BUY,68,,VOLATILE,2,STOP_LOSS,LONG
NVDA,2023-06-07,2023-06-08,38.934458415985105,37.705137023925786,194.46977039995232,-253.96993339026994,-0.03350904017281552,BUY,68,,VOLATILE,1,STOP_LOSS,LONG
